Vname;N;k;RhoReference;RhoEstimated;RCM_bar;RCV_bar
SAR5_20_-0.7_110;20;110;-0.7;-0.7756702;0.01617999;0.48702285
SAR5_20_-0.7_160;20;160;-0.7;-0.7756702;0.01127414;0.34928592
SAR5_20_-0.7_18;20;18;-0.7;-0.7756702;0.02079691;0.91907842
SAR5_20_-0.7_213;20;213;-0.7;-0.7756702;0.00812534;0.2214459
SAR5_20_-0.7_26;20;26;-0.7;-0.7756702;0.02137322;0.88101086
SAR5_20_-0.7_267;20;267;-0.7;-0.7756702;0.00907415;0.12710261
SAR5_20_-0.7_320;20;320;-0.7;-0.7756702;0.00608738;0.05493528
SAR5_20_-0.7_360;20;360;-0.7;-0.7756702;0.00418774;0.02226418
SAR5_20_-0.7_396;20;396;-0.7;-0.7756702;0.00085354;0.00393629
SAR5_20_-0.7_4;20;4;-0.7;-0.7756702;0.00581296;0.99746135
SAR5_20_-0.7_50;20;50;-0.7;-0.7756702;0.01627714;0.72241015
SAR5_20_-0.7_9;20;9;-0.7;-0.7756702;0.02358695;0.96471087
SAR5_20_-0.9_110;20;110;-0.9;-0.8540429;0.01858159;0.39306646
SAR5_20_-0.9_160;20;160;-0.9;-0.8540429;0.01226489;0.30871339
SAR5_20_-0.9_18;20;18;-0.9;-0.8540429;0.02300775;0.887478
SAR5_20_-0.9_213;20;213;-0.9;-0.8540429;0.01339932;0.17007763
SAR5_20_-0.9_26;20;26;-0.9;-0.8540429;0.02435457;0.81600106
SAR5_20_-0.9_267;20;267;-0.9;-0.8540429;0.00877992;0.09807419
SAR5_20_-0.9_320;20;320;-0.9;-0.8540429;0.00533817;0.05132652
SAR5_20_-0.9_360;20;360;-0.9;-0.8540429;0.0047713;0.02021101
SAR5_20_-0.9_396;20;396;-0.9;-0.8540429;0.00121008;0.00326902
SAR5_20_-0.9_4;20;4;-0.9;-0.8540429;0.00647048;0.9977895
SAR5_20_-0.9_50;20;50;-0.9;-0.8540429;0.02100539;0.56174627
SAR5_20_-0.9_9;20;9;-0.9;-0.8540429;0.01288596;0.98673785
SAR5_20_0.3_110;20;110;0.3;0.2663946;0.0213772;0.36579032
SAR5_20_0.3_160;20;160;0.3;0.2663946;0.0168468;0.21688097
SAR5_20_0.3_18;20;18;0.3;0.2663946;0.03540408;0.83794271
SAR5_20_0.3_213;20;213;0.3;0.2663946;0.01219171;0.12501741
SAR5_20_0.3_26;20;26;0.3;0.2663946;0.02859254;0.7735409
SAR5_20_0.3_267;20;267;0.3;0.2663946;0.01525644;0.07976476
SAR5_20_0.3_320;20;320;0.3;0.2663946;0.01242841;0.03289407
SAR5_20_0.3_360;20;360;0.3;0.2663946;0.00688544;0.02203341
SAR5_20_0.3_396;20;396;0.3;0.2663946;0.00147694;0.00365463
SAR5_20_0.3_4;20;4;0.3;0.2663946;0.01685943;0.98143765
SAR5_20_0.3_50;20;50;0.3;0.2663946;0.02422655;0.62660186
SAR5_20_0.3_9;20;9;0.3;0.2663946;0.02386144;0.9469983
SAR5_20_0.5_110;20;110;0.5;0.49520453;0.01796456;0.29893114
SAR5_20_0.5_160;20;160;0.5;0.49520453;0.01281852;0.18065352
SAR5_20_0.5_18;20;18;0.5;0.49520453;0.03313114;0.75726445
SAR5_20_0.5_213;20;213;0.5;0.49520453;0.01146032;0.10962585
SAR5_20_0.5_26;20;26;0.5;0.49520453;0.0310593;0.65898802
SAR5_20_0.5_267;20;267;0.5;0.49520453;0.01176287;0.04351876
SAR5_20_0.5_320;20;320;0.5;0.49520453;0.0114231;0.02377551
SAR5_20_0.5_360;20;360;0.5;0.49520453;0.00840066;0.01366973
SAR5_20_0.5_396;20;396;0.5;0.49520453;0.00130364;0.0042914
SAR5_20_0.5_4;20;4;0.5;0.49520453;0.03133136;0.95514921
SAR5_20_0.5_50;20;50;0.5;0.49520453;0.02894066;0.53590635
SAR5_20_0.5_9;20;9;0.5;0.49520453;0.0400852;0.86872967
SAR5_20_0.7_110;20;110;0.7;0.61401468;0.01466219;0.23087059
SAR5_20_0.7_160;20;160;0.7;0.61401468;0.0114931;0.11520147
SAR5_20_0.7_18;20;18;0.7;0.61401468;0.03463812;0.73510183
SAR5_20_0.7_213;20;213;0.7;0.61401468;0.00991706;0.04878592
SAR5_20_0.7_26;20;26;0.7;0.61401468;0.03750546;0.64355357
SAR5_20_0.7_267;20;267;0.7;0.61401468;0.00572979;0.03500857
SAR5_20_0.7_320;20;320;0.7;0.61401468;0.005271;0.02405522
SAR5_20_0.7_360;20;360;0.7;0.61401468;0.0056671;0.01459379
SAR5_20_0.7_396;20;396;0.7;0.61401468;0.00134741;0.00360774
SAR5_20_0.7_4;20;4;0.7;0.61401468;0.01940504;0.96950106
SAR5_20_0.7_50;20;50;0.7;0.61401468;0.03122197;0.44958235
SAR5_20_0.7_9;20;9;0.7;0.61401468;0.0301137;0.89713438
SAR5_20_0.9_110;20;110;0.9;0.87279287;0.02609343;0.05870497
SAR5_20_0.9_160;20;160;0.9;0.87279287;0.02154071;0.03980279
SAR5_20_0.9_18;20;18;0.9;0.87279287;0.06084169;0.51614812
SAR5_20_0.9_213;20;213;0.9;0.87279287;0.02498959;0.04128562
SAR5_20_0.9_26;20;26;0.9;0.87279287;0.04929906;0.44029747
SAR5_20_0.9_267;20;267;0.9;0.87279287;0.01516118;0.04284133
SAR5_20_0.9_320;20;320;0.9;0.87279287;0.01183229;0.02620173
SAR5_20_0.9_360;20;360;0.9;0.87279287;0.00903876;0.01988408
SAR5_20_0.9_396;20;396;0.9;0.87279287;0.00149546;0.00367256
SAR5_20_0.9_4;20;4;0.9;0.87279287;0.06331725;0.84503924
SAR5_20_0.9_50;20;50;0.9;0.87279287;0.04152366;0.16659948
SAR5_20_0.9_9;20;9;0.9;0.87279287;0.08421161;0.69087231
SAR5_20_0_110;20;110;0;0.02107708;0.02004076;0.40883487
SAR5_20_0_160;20;160;0;0.02107708;0.01430209;0.28452388
SAR5_20_0_18;20;18;0;0.02107708;0.02226758;0.90361719
SAR5_20_0_213;20;213;0;0.02107708;0.01468796;0.17508355
SAR5_20_0_26;20;26;0;0.02107708;0.018687;0.82437902
SAR5_20_0_267;20;267;0;0.02107708;0.01029693;0.08563688
SAR5_20_0_320;20;320;0;0.02107708;0.00977344;0.03948148
SAR5_20_0_360;20;360;0;0.02107708;0.00637901;0.01701387
SAR5_20_0_396;20;396;0;0.02107708;0.0012311;0.00234936
SAR5_20_0_4;20;4;0;0.02107708;0.02006246;0.98377722
SAR5_20_0_50;20;50;0;0.02107708;0.02295914;0.66582659
SAR5_20_0_9;20;9;0;0.02107708;0.01819418;0.96182195
SAR5_25_-0.3_14;25;14;-0.3;-0.2543185;0.01981948;0.94688117
SAR5_25_-0.3_170;25;170;-0.3;-0.2543185;0.01602075;0.44862079
SAR5_25_-0.3_250;25;250;-0.3;-0.2543185;0.01699568;0.25969598
SAR5_25_-0.3_27;25;27;-0.3;-0.2543185;0.01778214;0.90720305
SAR5_25_-0.3_333;25;333;-0.3;-0.2543185;0.01146553;0.14527225
SAR5_25_-0.3_4;25;4;-0.3;-0.2543185;0.00781189;0.99487179
SAR5_25_-0.3_417;25;417;-0.3;-0.2543185;0.00700526;0.08174222
SAR5_25_-0.3_43;25;43;-0.3;-0.2543185;0.01926469;0.84648073
SAR5_25_-0.3_500;25;500;-0.3;-0.2543185;0.00545536;0.03372462
SAR5_25_-0.3_563;25;563;-0.3;-0.2543185;0.0032251;0.02122073
SAR5_25_-0.3_6;25;6;-0.3;-0.2543185;0.00829824;0.99129328
SAR5_25_-0.3_618;25;618;-0.3;-0.2543185;0.00100177;0.0034647
SAR5_25_-0.3_80;25;80;-0.3;-0.2543185;0.01956422;0.70218203
SAR5_25_-0.5_14;25;14;-0.5;-0.4431095;0.02248891;0.91194586
SAR5_25_-0.5_170;25;170;-0.5;-0.4431095;0.01165787;0.46102
SAR5_25_-0.5_250;25;250;-0.5;-0.4431095;0.01201;0.31008663
SAR5_25_-0.5_27;25;27;-0.5;-0.4431095;0.01945239;0.89636702
SAR5_25_-0.5_333;25;333;-0.5;-0.4431095;0.01054333;0.16046437
SAR5_25_-0.5_4;25;4;-0.5;-0.4431095;0.01069597;0.99156218
SAR5_25_-0.5_417;25;417;-0.5;-0.4431095;0.00694993;0.11527393
SAR5_25_-0.5_43;25;43;-0.5;-0.4431095;0.02465685;0.78542971
SAR5_25_-0.5_500;25;500;-0.5;-0.4431095;0.00358273;0.05336037
SAR5_25_-0.5_563;25;563;-0.5;-0.4431095;0.00218038;0.03386757
SAR5_25_-0.5_6;25;6;-0.5;-0.4431095;0.02961543;0.92062341
SAR5_25_-0.5_618;25;618;-0.5;-0.4431095;0.00051757;0.00328181
SAR5_25_-0.5_80;25;80;-0.5;-0.4431095;0.01582074;0.69816563
SAR5_25_-0.7_14;25;14;-0.7;-0.6492223;0.01313785;0.94844233
SAR5_25_-0.7_170;25;170;-0.7;-0.6492223;0.01100374;0.44073225
SAR5_25_-0.7_250;25;250;-0.7;-0.6492223;0.01375394;0.29782144
SAR5_25_-0.7_27;25;27;-0.7;-0.6492223;0.01664668;0.92674908
SAR5_25_-0.7_333;25;333;-0.7;-0.6492223;0.01112035;0.1678087
SAR5_25_-0.7_4;25;4;-0.7;-0.6492223;0.00495362;0.99801425
SAR5_25_-0.7_417;25;417;-0.7;-0.6492223;0.00721295;0.10039195
SAR5_25_-0.7_43;25;43;-0.7;-0.6492223;0.00958215;0.84842646
SAR5_25_-0.7_500;25;500;-0.7;-0.6492223;0.00497939;0.05965221
SAR5_25_-0.7_563;25;563;-0.7;-0.6492223;0.00300477;0.0453076
SAR5_25_-0.7_6;25;6;-0.7;-0.6492223;0.00720232;0.99336828
SAR5_25_-0.7_618;25;618;-0.7;-0.6492223;0.00070744;0.00399491
SAR5_25_-0.7_80;25;80;-0.7;-0.6492223;0.01884028;0.70353813
SAR5_25_-0.9_14;25;14;-0.9;-0.8939862;0.01578166;0.94775503
SAR5_25_-0.9_170;25;170;-0.9;-0.8939862;0.01497189;0.37242853
SAR5_25_-0.9_250;25;250;-0.9;-0.8939862;0.0119511;0.23372023
SAR5_25_-0.9_27;25;27;-0.9;-0.8939862;0.01842656;0.87544199
SAR5_25_-0.9_333;25;333;-0.9;-0.8939862;0.01046468;0.13106353
SAR5_25_-0.9_4;25;4;-0.9;-0.8939862;0.01008808;0.98492757
SAR5_25_-0.9_417;25;417;-0.9;-0.8939862;0.00741835;0.08468926
SAR5_25_-0.9_43;25;43;-0.9;-0.8939862;0.02033754;0.82484635
SAR5_25_-0.9_500;25;500;-0.9;-0.8939862;0.00322037;0.05427656
SAR5_25_-0.9_563;25;563;-0.9;-0.8939862;0.00155128;0.03885339
SAR5_25_-0.9_6;25;6;-0.9;-0.8939862;0.01407596;0.96795422
SAR5_25_-0.9_618;25;618;-0.9;-0.8939862;0.00060249;0.0069648
SAR5_25_-0.9_80;25;80;-0.9;-0.8939862;0.02898748;0.59451718
SAR5_25_0.3_14;25;14;0.3;0.23942874;0.02151046;0.92987323
SAR5_25_0.3_170;25;170;0.3;0.23942874;0.01480617;0.38826409
SAR5_25_0.3_250;25;250;0.3;0.23942874;0.01058126;0.23149952
SAR5_25_0.3_27;25;27;0.3;0.23942874;0.01811143;0.84006868
SAR5_25_0.3_333;25;333;0.3;0.23942874;0.01011562;0.13457526
SAR5_25_0.3_4;25;4;0.3;0.23942874;0.01393163;0.97901497
SAR5_25_0.3_417;25;417;0.3;0.23942874;0.01032738;0.07701288
SAR5_25_0.3_43;25;43;0.3;0.23942874;0.01271777;0.79273248
SAR5_25_0.3_500;25;500;0.3;0.23942874;0.00560638;0.02625392
SAR5_25_0.3_563;25;563;0.3;0.23942874;0.00312165;0.01845118
SAR5_25_0.3_6;25;6;0.3;0.23942874;0.01027919;0.97921231
SAR5_25_0.3_618;25;618;0.3;0.23942874;0.00084491;0.00572584
SAR5_25_0.3_80;25;80;0.3;0.23942874;0.01764566;0.6355673
SAR5_25_0.5_14;25;14;0.5;0.49464939;0.0272968;0.86897695
SAR5_25_0.5_170;25;170;0.5;0.49464939;0.01995574;0.27308731
SAR5_25_0.5_250;25;250;0.5;0.49464939;0.0198028;0.15354954
SAR5_25_0.5_27;25;27;0.5;0.49464939;0.03824022;0.72564329
SAR5_25_0.5_333;25;333;0.5;0.49464939;0.02017598;0.07221398
SAR5_25_0.5_4;25;4;0.5;0.49464939;0.0199195;0.97222017
SAR5_25_0.5_417;25;417;0.5;0.49464939;0.01226568;0.03523469
SAR5_25_0.5_43;25;43;0.5;0.49464939;0.02883324;0.62860333
SAR5_25_0.5_500;25;500;0.5;0.49464939;0.00823626;0.01952129
SAR5_25_0.5_563;25;563;0.5;0.49464939;0.00354017;0.01188913
SAR5_25_0.5_6;25;6;0.5;0.49464939;0.01936624;0.96132445
SAR5_25_0.5_618;25;618;0.5;0.49464939;0.00088329;0.00266701
SAR5_25_0.5_80;25;80;0.5;0.49464939;0.02817717;0.49336263
SAR5_25_0.7_14;25;14;0.7;0.6274167;0.02479524;0.87788311
SAR5_25_0.7_170;25;170;0.7;0.6274167;0.02496403;0.21669859
SAR5_25_0.7_250;25;250;0.7;0.6274167;0.02087897;0.11503454
SAR5_25_0.7_27;25;27;0.7;0.6274167;0.02688546;0.7409831
SAR5_25_0.7_333;25;333;0.7;0.6274167;0.01696488;0.045489
SAR5_25_0.7_4;25;4;0.7;0.6274167;0.01534204;0.98498908
SAR5_25_0.7_417;25;417;0.7;0.6274167;0.01440289;0.0285819
SAR5_25_0.7_43;25;43;0.7;0.6274167;0.0251668;0.65526638
SAR5_25_0.7_500;25;500;0.7;0.6274167;0.00896562;0.01305154
SAR5_25_0.7_563;25;563;0.7;0.6274167;0.00336586;0.01114363
SAR5_25_0.7_6;25;6;0.7;0.6274167;0.02043943;0.9503422
SAR5_25_0.7_618;25;618;0.7;0.6274167;0.00112118;0.0026972
SAR5_25_0.7_80;25;80;0.7;0.6274167;0.02328392;0.45105662
SAR5_25_0.9_14;25;14;0.9;0.90615276;0.09529165;0.37363928
SAR5_25_0.9_170;25;170;0.9;0.90615276;0.04323441;0.18410461
SAR5_25_0.9_250;25;250;0.9;0.90615276;0.03401489;0.18832257
SAR5_25_0.9_27;25;27;0.9;0.90615276;0.09341884;0.14338663
SAR5_25_0.9_333;25;333;0.9;0.90615276;0.027101;0.15287603
SAR5_25_0.9_4;25;4;0.9;0.90615276;0.07281301;0.77718223
SAR5_25_0.9_417;25;417;0.9;0.90615276;0.0204636;0.10351121
SAR5_25_0.9_43;25;43;0.9;0.90615276;0.08637934;0.18340661
SAR5_25_0.9_500;25;500;0.9;0.90615276;0.00903968;0.05189086
SAR5_25_0.9_563;25;563;0.9;0.90615276;0.00222806;0.02012281
SAR5_25_0.9_6;25;6;0.9;0.90615276;0.05752743;0.71714642
SAR5_25_0.9_618;25;618;0.9;0.90615276;0.0006525;0.00303172
SAR5_25_0.9_80;25;80;0.9;0.90615276;0.06597321;0.18507832
SAR5_25_0_14;25;14;0;0.02559589;0.01614024;0.95664978
SAR5_25_0_170;25;170;0;0.02559589;0.01435782;0.38473995
SAR5_25_0_250;25;250;0;0.02559589;0.01523788;0.25092371
SAR5_25_0_27;25;27;0;0.02559589;0.02361428;0.84271341
SAR5_25_0_333;25;333;0;0.02559589;0.01165619;0.15321405
SAR5_25_0_4;25;4;0;0.02559589;0.00791242;0.99275145
SAR5_25_0_417;25;417;0;0.02559589;0.00716072;0.0777325
SAR5_25_0_43;25;43;0;0.02559589;0.01762803;0.80160902
SAR5_25_0_500;25;500;0;0.02559589;0.00371729;0.04274559
SAR5_25_0_563;25;563;0;0.02559589;0.00211472;0.02952211
SAR5_25_0_6;25;6;0;0.02559589;0.01439059;0.97933573
SAR5_25_0_618;25;618;0;0.02559589;0.00075226;0.00426107
SAR5_25_0_80;25;80;0;0.02559589;0.01592401;0.64932356
SAR5_30_-0.3_120;30;120;-0.3;-0.3602487;0.01344461;0.6904284
SAR5_30_-0.3_20;30;20;-0.3;-0.3602487;0.00885874;0.9476914
SAR5_30_-0.3_240;30;240;-0.3;-0.3602487;0.01246892;0.44288263
SAR5_30_-0.3_360;30;360;-0.3;-0.3602487;0.00680399;0.26396018
SAR5_30_-0.3_4;30;4;-0.3;-0.3602487;0.00794308;0.99705234
SAR5_30_-0.3_40;30;40;-0.3;-0.3602487;0.0152408;0.89691145
SAR5_30_-0.3_480;30;480;-0.3;-0.3602487;0.00850947;0.16626337
SAR5_30_-0.3_60;30;60;-0.3;-0.3602487;0.01636316;0.86176836
SAR5_30_-0.3_600;30;600;-0.3;-0.3602487;0.00780693;0.09731455
SAR5_30_-0.3_720;30;720;-0.3;-0.3602487;0.00626685;0.04829887
SAR5_30_-0.3_810;30;810;-0.3;-0.3602487;0.00393178;0.01810205
SAR5_30_-0.3_890;30;890;-0.3;-0.3602487;0.0012635;0.00287229
SAR5_30_-0.3_9;30;9;-0.3;-0.3602487;0.00998377;0.98903343
SAR5_30_-0.5_120;30;120;-0.5;-0.4888171;0.01286457;0.68352251
SAR5_30_-0.5_20;30;20;-0.5;-0.4888171;0.00775319;0.97199537
SAR5_30_-0.5_240;30;240;-0.5;-0.4888171;0.0112278;0.44222122
SAR5_30_-0.5_360;30;360;-0.5;-0.4888171;0.01045986;0.2672994
SAR5_30_-0.5_4;30;4;-0.5;-0.4888171;0.00511257;0.99839634
SAR5_30_-0.5_40;30;40;-0.5;-0.4888171;0.01381874;0.91246657
SAR5_30_-0.5_480;30;480;-0.5;-0.4888171;0.00702192;0.1573281
SAR5_30_-0.5_60;30;60;-0.5;-0.4888171;0.01430706;0.87755303
SAR5_30_-0.5_600;30;600;-0.5;-0.4888171;0.00575815;0.08933211
SAR5_30_-0.5_720;30;720;-0.5;-0.4888171;0.00392023;0.03941358
SAR5_30_-0.5_810;30;810;-0.5;-0.4888171;0.00266381;0.01544965
SAR5_30_-0.5_890;30;890;-0.5;-0.4888171;0.00107118;0.00401576
SAR5_30_-0.5_9;30;9;-0.5;-0.4888171;0.00423184;0.99479452
SAR5_30_-0.7_120;30;120;-0.7;-0.6899335;0.01039939;0.66143452
SAR5_30_-0.7_20;30;20;-0.7;-0.6899335;0.00692742;0.97958587
SAR5_30_-0.7_240;30;240;-0.7;-0.6899335;0.01240483;0.41617369
SAR5_30_-0.7_360;30;360;-0.7;-0.6899335;0.00937563;0.25020884
SAR5_30_-0.7_4;30;4;-0.7;-0.6899335;0.0072793;0.99773525
SAR5_30_-0.7_40;30;40;-0.7;-0.6899335;0.0170598;0.86697856
SAR5_30_-0.7_480;30;480;-0.7;-0.6899335;0.00978138;0.15427356
SAR5_30_-0.7_60;30;60;-0.7;-0.6899335;0.01538506;0.86073047
SAR5_30_-0.7_600;30;600;-0.7;-0.6899335;0.00819158;0.08276513
SAR5_30_-0.7_720;30;720;-0.7;-0.6899335;0.00616195;0.0447984
SAR5_30_-0.7_810;30;810;-0.7;-0.6899335;0.00390875;0.01822588
SAR5_30_-0.7_890;30;890;-0.7;-0.6899335;0.0010481;0.0023521
SAR5_30_-0.7_9;30;9;-0.7;-0.6899335;0.0067893;0.99414654
SAR5_30_-0.9_120;30;120;-0.9;-0.8541994;0.0157403;0.574267
SAR5_30_-0.9_20;30;20;-0.9;-0.8541994;0.01687483;0.94215539
SAR5_30_-0.9_240;30;240;-0.9;-0.8541994;0.01292305;0.31695137
SAR5_30_-0.9_360;30;360;-0.9;-0.8541994;0.00981495;0.1796837
SAR5_30_-0.9_4;30;4;-0.9;-0.8541994;0.00478074;0.99843816
SAR5_30_-0.9_40;30;40;-0.9;-0.8541994;0.01311764;0.90655532
SAR5_30_-0.9_480;30;480;-0.9;-0.8541994;0.00676999;0.12587643
SAR5_30_-0.9_60;30;60;-0.9;-0.8541994;0.02000649;0.71659955
SAR5_30_-0.9_600;30;600;-0.9;-0.8541994;0.00458195;0.06983239
SAR5_30_-0.9_720;30;720;-0.9;-0.8541994;0.00323733;0.03353761
SAR5_30_-0.9_810;30;810;-0.9;-0.8541994;0.00138131;0.01225006
SAR5_30_-0.9_890;30;890;-0.9;-0.8541994;0.00053933;0.00374254
SAR5_30_-0.9_9;30;9;-0.9;-0.8541994;0.00857226;0.99219197
SAR5_30_0.3_120;30;120;0.3;0.2969739;0.01582421;0.57703711
SAR5_30_0.3_20;30;20;0.3;0.2969739;0.0186479;0.908433
SAR5_30_0.3_240;30;240;0.3;0.2969739;0.01463533;0.31329482
SAR5_30_0.3_360;30;360;0.3;0.2969739;0.01324702;0.17536478
SAR5_30_0.3_4;30;4;0.3;0.2969739;0.01288679;0.99199136
SAR5_30_0.3_40;30;40;0.3;0.2969739;0.01595096;0.83715233
SAR5_30_0.3_480;30;480;0.3;0.2969739;0.00967107;0.10860586
SAR5_30_0.3_60;30;60;0.3;0.2969739;0.01949311;0.73409838
SAR5_30_0.3_600;30;600;0.3;0.2969739;0.00691727;0.05915314
SAR5_30_0.3_720;30;720;0.3;0.2969739;0.00389259;0.0278172
SAR5_30_0.3_810;30;810;0.3;0.2969739;0.00266333;0.01104232
SAR5_30_0.3_890;30;890;0.3;0.2969739;0.00138412;0.00374648
SAR5_30_0.3_9;30;9;0.3;0.2969739;0.01430205;0.98069768
SAR5_30_0.5_120;30;120;0.5;0.43963439;0.02630617;0.51074569
SAR5_30_0.5_20;30;20;0.5;0.43963439;0.02741829;0.873489
SAR5_30_0.5_240;30;240;0.5;0.43963439;0.01567902;0.27939962
SAR5_30_0.5_360;30;360;0.5;0.43963439;0.01220639;0.12948028
SAR5_30_0.5_4;30;4;0.5;0.43963439;0.01468873;0.97964249
SAR5_30_0.5_40;30;40;0.5;0.43963439;0.02038194;0.80366027
SAR5_30_0.5_480;30;480;0.5;0.43963439;0.01001398;0.0655182
SAR5_30_0.5_60;30;60;0.5;0.43963439;0.02153063;0.68166894
SAR5_30_0.5_600;30;600;0.5;0.43963439;0.00789677;0.03364716
SAR5_30_0.5_720;30;720;0.5;0.43963439;0.00533808;0.01156427
SAR5_30_0.5_810;30;810;0.5;0.43963439;0.00429966;0.00804286
SAR5_30_0.5_890;30;890;0.5;0.43963439;0.00126924;0.00390357
SAR5_30_0.5_9;30;9;0.5;0.43963439;0.01295987;0.96327319
SAR5_30_0.7_120;30;120;0.7;0.70004707;0.01672306;0.29071823
SAR5_30_0.7_20;30;20;0.7;0.70004707;0.03443356;0.78920299
SAR5_30_0.7_240;30;240;0.7;0.70004707;0.01375675;0.12577664
SAR5_30_0.7_360;30;360;0.7;0.70004707;0.01158969;0.0593482
SAR5_30_0.7_4;30;4;0.7;0.70004707;0.02990029;0.94861011
SAR5_30_0.7_40;30;40;0.7;0.70004707;0.0327937;0.61604898
SAR5_30_0.7_480;30;480;0.7;0.70004707;0.01377953;0.03026025
SAR5_30_0.7_60;30;60;0.7;0.70004707;0.03075898;0.50157565
SAR5_30_0.7_600;30;600;0.7;0.70004707;0.00848078;0.02476916
SAR5_30_0.7_720;30;720;0.7;0.70004707;0.00478601;0.01848737
SAR5_30_0.7_810;30;810;0.7;0.70004707;0.00285786;0.0149837
SAR5_30_0.7_890;30;890;0.7;0.70004707;0.00148015;0.0037501
SAR5_30_0.7_9;30;9;0.7;0.70004707;0.02839265;0.88231054
SAR5_30_0.9_120;30;120;0.9;0.89425005;0.03574044;0.09965425
SAR5_30_0.9_20;30;20;0.9;0.89425005;0.05159124;0.57363964
SAR5_30_0.9_240;30;240;0.9;0.89425005;0.02728595;0.16392627
SAR5_30_0.9_360;30;360;0.9;0.89425005;0.02036779;0.17801989
SAR5_30_0.9_4;30;4;0.9;0.89425005;0.02868253;0.93380618
SAR5_30_0.9_40;30;40;0.9;0.89425005;0.05472374;0.23646705
SAR5_30_0.9_480;30;480;0.9;0.89425005;0.01802737;0.13552819
SAR5_30_0.9_60;30;60;0.9;0.89425005;0.05522291;0.17577991
SAR5_30_0.9_600;30;600;0.9;0.89425005;0.01095874;0.08795511
SAR5_30_0.9_720;30;720;0.9;0.89425005;0.00904886;0.04921281
SAR5_30_0.9_810;30;810;0.9;0.89425005;0.00349113;0.0266268
SAR5_30_0.9_890;30;890;0.9;0.89425005;0.00193829;0.00389068
SAR5_30_0.9_9;30;9;0.9;0.89425005;0.04054288;0.77144483
SAR5_30_0_120;30;120;0;-0.0193208;0.013606;0.62397101
SAR5_30_0_20;30;20;0;-0.0193208;0.01466768;0.94336358
SAR5_30_0_240;30;240;0;-0.0193208;0.01231751;0.38392429
SAR5_30_0_360;30;360;0;-0.0193208;0.01012884;0.2379988
SAR5_30_0_4;30;4;0;-0.0193208;0.00940406;0.99547422
SAR5_30_0_40;30;40;0;-0.0193208;0.01551044;0.86295877
SAR5_30_0_480;30;480;0;-0.0193208;0.00994369;0.14006176
SAR5_30_0_60;30;60;0;-0.0193208;0.01695189;0.82214832
SAR5_30_0_600;30;600;0;-0.0193208;0.00907595;0.06749384
SAR5_30_0_720;30;720;0;-0.0193208;0.00655979;0.03102904
SAR5_30_0_810;30;810;0;-0.0193208;0.00315762;0.01216822
SAR5_30_0_890;30;890;0;-0.0193208;0.0011112;0.00316669
SAR5_30_0_9;30;9;0;-0.0193208;0.00958031;0.98202773
SAR5_5_-0.3_10;5;10;-0.3;-0.2333788;0.05837609;0.47593544
SAR5_5_-0.3_13;5;13;-0.3;-0.2333788;0.05924282;0.26817147
SAR5_5_-0.3_15;5;15;-0.3;-0.2333788;0.04170247;0.22632947
SAR5_5_-0.3_18;5;18;-0.3;-0.2333788;0.03470063;0.14319822
SAR5_5_-0.3_20;5;20;-0.3;-0.2333788;0.02540888;0.14691223
SAR5_5_-0.3_22;5;22;-0.3;-0.2333788;0.02043011;0.08292455
SAR5_5_-0.3_24;5;24;-0.3;-0.2333788;0.00983264;0.03713295
SAR5_5_-0.3_3;5;3;-0.3;-0.2333788;0.06322994;0.89402077
SAR5_5_-0.3_5;5;5;-0.3;-0.2333788;0.07654127;0.70595964
SAR5_5_-0.5_10;5;10;-0.5;-0.426423;0.04580827;0.45732474
SAR5_5_-0.5_13;5;13;-0.5;-0.426423;0.04248378;0.2986239
SAR5_5_-0.5_15;5;15;-0.5;-0.426423;0.05299532;0.21098489
SAR5_5_-0.5_18;5;18;-0.5;-0.426423;0.02814846;0.18657871
SAR5_5_-0.5_20;5;20;-0.5;-0.426423;0.01576404;0.10589471
SAR5_5_-0.5_22;5;22;-0.5;-0.426423;0.01472381;0.10468812
SAR5_5_-0.5_24;5;24;-0.5;-0.426423;0.00733192;0.03151649
SAR5_5_-0.5_3;5;3;-0.5;-0.426423;0.05246463;0.90754861
SAR5_5_-0.5_5;5;5;-0.5;-0.426423;0.06850342;0.75790163
SAR5_5_-0.7_10;5;10;-0.7;-0.6183203;0.05486419;0.3889423
SAR5_5_-0.7_13;5;13;-0.7;-0.6183203;0.05795213;0.36865128
SAR5_5_-0.7_15;5;15;-0.7;-0.6183203;0.04998952;0.14851848
SAR5_5_-0.7_18;5;18;-0.7;-0.6183203;0.02575549;0.15110768
SAR5_5_-0.7_20;5;20;-0.7;-0.6183203;0.02320733;0.13671392
SAR5_5_-0.7_22;5;22;-0.7;-0.6183203;0.01441143;0.08526544
SAR5_5_-0.7_24;5;24;-0.7;-0.6183203;0.0105247;0.0818441
SAR5_5_-0.7_3;5;3;-0.7;-0.6183203;0.05735165;0.88494223
SAR5_5_-0.7_5;5;5;-0.7;-0.6183203;0.07316191;0.77271646
SAR5_5_-0.9_10;5;10;-0.9;-0.8389211;0.0553391;0.30364556
SAR5_5_-0.9_13;5;13;-0.9;-0.8389211;0.04282922;0.23487688
SAR5_5_-0.9_15;5;15;-0.9;-0.8389211;0.03338669;0.18352425
SAR5_5_-0.9_18;5;18;-0.9;-0.8389211;0.02426899;0.14204531
